1569,21,ACAJETE
1570,21,ACATENO
1571,21,ACATLAN
1572,21,ACATZINGO
1573,21,ACTEOPAN
1574,21,AHUACATLAN
1575,21,AHUATLAN
1576,21,AHUAZOTEPEC
1577,21,AHUEHUETITLA
1578,21,AJALPAN
1579,21,ALBINO ZERTUCHE
1580,21,ALJOJUCA
1581,21,ALTEPEXI
1582,21,AMIXTLAN
1583,21,AMOZOC
1584,21,AQUIXTLA
1585,21,ATEMPAN
1586,21,ATEXCAL
1587,21,ATLEQUIZAYAN
1588,21,ATLIXCO
1589,21,ATOYATEMPAN
1590,21,ATZALA
1591,21,ATZITZIHUACAN
1592,21,ATZITZINTLA
1593,21,AXUTLA
1594,21,AYOTOXCO DE GUERRERO
1595,21,CALPAN
1596,21,CALTEPEC
1597,21,CAMOCUAUTLA
1598,21,CAÑADA MORELOS
1599,21,CAXHUACAN
1600,21,CHALCHICOMULA DE SESMA
1601,21,CHAPULCO
1602,21,CHIAUTLA
1603,21,CHIAUTZINGO
1604,21,CHICHIQUILA
1605,21,CHICONCUAUTLA
1606,21,CHIETLA
1607,21,CHIGMECATITLAN
1608,21,CHIGNAHUAPAN
1609,21,CHIGNAUTLA
1610,21,CHILA
1611,21,CHILA DE LA SAL
1612,21,CHILCHOTLA
1613,21,CHINANTLA
1614,21,COATEPEC
1615,21,COATZINGO
1616,21,COHETZALA
1617,21,COHUECAN
1618,21,CORONANGO
1619,21,COXCATLAN
1620,21,COYOMEAPAN
1621,21,COYOTEPEC
1622,21,CUAPIAXTLA DE MADERO
1623,21,CUAUTEMPAN
1624,21,CUAUTINCHAN
1625,21,CUAUTLANCINGO
1626,21,CUAYUCA DE ANDRADE
1627,21,CUETZALAN DEL PROGRESO
1628,21,CUYOACO
1629,21,DOMINGO ARENAS
1630,21,ELOXOCHITLAN
1631,21,EPATLAN
1632,21,ESPERANZA
1633,21,FRANCISCO Z. MENA
1634,21,GENERAL FELIPE ANGELES
1635,21,GUADALUPE
1636,21,GUADALUPE VICTORIA
1637,21,HERMENEGILDO GALEANA
1638,21,HONEY
1639,21,HUAQUECHULA
1640,21,HUATLATLAUCA
1641,21,HUAUCHINANGO
1642,21,HUEHUETLA
1643,21,HUEHUETLAN EL CHICO
1644,21,HUEHUETLAN EL GRANDE
1645,21,HUEJOTZINGO
1646,21,HUEYAPAN
1647,21,HUEYTAMALCO
1648,21,HUEYTLALPAN
1649,21,HUITZILAN DE SERDAN
1650,21,HUITZILTEPEC
1651,21,IXCAMILPA DE GUERRERO
1652,21,IXCAQUIXTLA
1653,21,IXTACAMAXTITLAN
1654,21,IXTEPEC
1655,21,IZUCAR DE MATAMOROS
1656,21,JALPAN
1657,21,JOLALPAN
1658,21,JONOTLA
1659,21,JOPALA
1660,21,JUAN C. BONILLA
1661,21,JUAN GALINDO
1662,21,JUAN N. MENDEZ
1663,21,LAFRAGUA
1664,21,LA MAGDALENA TLATLAUQUITEPEC
1665,21,LIBRES
1666,21,LOS REYES DE JUAREZ
1667,21,MAZAPILTEPEC DE JUAREZ
1668,21,MIXTLA
1669,21,MOLCAXAC
1670,21,NAUPAN
1671,21,NAUZONTLA
1672,21,NEALTICAN
1673,21,NICOLAS BRAVO
1674,21,NOPALUCAN
1675,21,OCOTEPEC
1676,21,OCOYUCAN
1677,21,OLINTLA
1678,21,ORIENTAL
1679,21,PAHUATLAN
1680,21,PALMAR DE BRAVO
1681,21,PANTEPEC
1682,21,PETLALCINGO
1683,21,PIAXTLA
1684,21,PUEBLA
1685,21,QUECHOLAC
1686,21,QUIMIXTLAN
1687,21,RAFAEL LARA GRAJALES
1688,21,SAN ANDRES CHOLULA
1689,21,SAN ANTONIO CAÑADA
1690,21,SAN DIEGO LA MESA TOCHIMILTZINGO
1691,21,SAN FELIPE TEOTLALCINGO
1692,21,SAN FELIPE TEPATLAN
1693,21,SAN GABRIEL CHILAC
1694,21,SAN GREGORIO ATZOMPA
1695,21,SAN JERONIMO TECUANIPAN
1696,21,SAN JERONIMO XAYACATLAN
1697,21,SAN JOSE CHIAPA
1698,21,SAN JOSE MIAHUATLAN
1699,21,SAN JUAN ATENCO
1700,21,SAN JUAN ATZOMPA
1701,21,SAN MARTIN TEXMELUCAN
1702,21,SAN MARTIN TOTOLTEPEC
1703,21,SAN MATIAS TLALANCALECA
1704,21,SAN MIGUEL IXITLAN
1705,21,SAN MIGUEL XOXTLA
1706,21,SAN NICOLAS BUENOS AIRES
1707,21,SAN NICOLAS DE LOS RANCHOS
1708,21,SAN PABLO ANICANO
1709,21,SAN PEDRO CHOLULA
1710,21,SAN PEDRO YELOIXTLAHUACA
1711,21,SAN SALVADOR EL SECO
1712,21,SAN SALVADOR EL VERDE
1713,21,SAN SALVADOR HUIXCOLOTLA
1714,21,SAN SEBASTIAN TLACOTEPEC
1715,21,SANTA CATARINA TLALTEMPAN
1716,21,SANTA INES AHUATEMPAN
1717,21,SANTA ISABEL CHOLULA
1718,21,SANTIAGO MIAHUATLAN
1719,21,SANTO TOMAS HUEYOTLIPAN
1720,21,SOLTEPEC
1721,21,TECALI DE HERRERA
1722,21,TECAMACHALCO
1723,21,TECOMATLAN
1724,21,TEHUACAN
1725,21,TEHUITZINGO
1726,21,TENAMPULCO
1727,21,TEOPANTLAN
1728,21,TEOTLALCO
1729,21,TEPANCO DE LOPEZ
